Author,Exclude
"tr. John Wesley (1703-91)",0
"tr. Percy Dearmer (1867-1936)",0
"tr. Ray Palmer (1808-87)",0
"tr. Ray Palmer (1808-87) alt.",0
"Tr. Sabine Baring-Gould",0
"tr. William Scott and Yung Oon Kim",0
"Tracy Brown",0
"Traditional",0
"Traditional
 Arr. Chris Tomlin",0
"Traditional (Afro-American Spiritual)",0
"Traditional African song Arr. Evan Rogers",0
"Traditional Arr. Chris Tomlin",0
"Traditional, para. compilers",0
"Tre & Tori Sheppard",0
"Tré & Tori Sheppard",0
"Tré and Tori Sheppard",0
"Tre and Tori Sheppard and Kathryn Scott",0
"Tre Sheppard",0
"Tré Sheppard",0
"Tré Sheppard and Mark Sson",0
"Tre Sheppard, Tori Sheppard, Mark Prentice,",0
"Tre Sheppard, Tori Sheppard, Mark Prentice, Paul Baker,",0
"Tre Sheppard, Tori Sheppard, Mark Prentice, Paul Baker, Jonny Ravn;& Steve Evans",0
"Tre Sheppard, Tori Sheppard, Mark Prentice,Paul Baker, Jonny Ravn, and Steve Evans",0
"Tre Sheppard, Tori Sheppard, Mark Prentice,Paul Baker, Jonny Ravn;& Steve Evans",0
"Tre Sheppard, Tori Sheppard;& Paul Baker",0
"Tre Sheppard,Tori Sheppard & Kathryn Scott",0
"Unknown",0
"Unknown Arr. Margaret Evans",0
"v. 1: attrib. J. N. DARBY (1800-82)",0
"v. 1: attrib. J. N. DARBY (1800-82), Hugh Falconer",0
"Variant from JEREMY TAYLOR (1613-67)",0
"Venantius Fortunatus (c. 535-600) tr. Percy Dearme",0
"Venantius Fortunatus (c. 535-c. 600)",0
"VENANTIUS FORTUNATUS (C.530-609)",0
"Verse words: Edward Mote (1797 - 1874) 
Music & Chorus: Tim Wanstall & Matt Redman
",0
"Verses by Lawrence Tuttiet (1825-1897)/Adpt. Matt Redman",0
"Vicky Beeching",0
"Vicky Beeching & Ed Cash",0
"Vicky Beeching & Sarah & Jonathan Macintosh",0
"Vicky Beeching and Ed Cash",0
"Vicky Beeching and Marc Byrd",0
"Vicky Beeching, Ed Cash & Kendall Combes",0
"Viola Grafstrom.",0
"vv.1 3-5: Anon.",0
"W C Dix (1837-1898)",0
"W Spencer Walton (1850-1906)",0
"W zlobie lezy, Anonymouse",0
"W. C. Dix",0
"W. C. DIX (1837-98) altd. ",0
"W. DRENNAN (1754-1820)",0
"W. H. DRAPER (1855-1933) altd.",0
"W. H. Parker (1845-1929)",0
"W. H. Parker (1845-1929) alt. v. 6 Ruth Fagg",0
"W. W. HOW (1823-1897)",0
"W. W. HOW (1823-97)",0
"W.C. Martin (fl.c.1900)",0
"Walter John Mathams (1853-1931)",0
"Warren D Cornell (1858-c. 1924)",0
"Washington Gladden (1836-1918)",0
"Wayne Drain",0
"Wayne Drain & Noel Richards",0
"Wayne Drain and Nathan Fancher",0
"Wayne Drain, Noel Richards, Wayne Freeman, Neil Costello & Bradley Mason",0
"Wayne Drain.",0
"Wayne Drain/Noel & Tricia Richards",0
"William Augustine Ogden (1841-1897)",0
"William Booth (1829 -1912) Adpt. Lex Loizides",0
"William Booth (1829 -1912)Adpt. Lex Loizides",0
"William Booth (1829-1912)",0
"William Bright",0
"William Bright (1824-1901)",0
"William C Dix (1837-1898) Music: Ian Hannah Music",0
"William C. Dix",0
"William Chatterton Dix (1837-98)",0
"William Chatterton Dix (1837-98) alt.",0
"William Cowper",0
"William Cowper (1731-1800)",0
"William Cowper (1731-1800) Adapt. & new music: Stuart Townend & Keith Getty",0
"William E Littlewood (1831-1886)",0
"WILLIAM HAMMOND (1719-83)",0
"William Henry Draper (1855-1933)",0
"William Henry Gill (1839-1923)",0
"William Hunter",0
"William Hunter (1811-1877)",0
"William James Kirkpatrick",0
"William Orcutt Cushing (1823- 1902)",0
"William Pennefather",0
"William Tidd Matson (1833-99)",0
"William Vaughan Jenkins (1868-1920)",0
"William W. How",0
"William Walsham How",0
"William Walsham How (1823-97)",0
"William Walsham How (1823-97) and Donald McIlhagga",0
"William Walsham Howe (1823-97)",0
"WILLIAM WHITING (1825-78) altd.",0
"William Williams (1717-91)",0
"William Wright (1859-1924) alt.",0
"William Young Fullerton (1857-1932)",0
"Willilam Kethe (d. 1594)",0
"Words and Music: Philipp Bliss (1838-1876)",0
"Words by Frances Havergal (1836-1879)",0
"Words by: Elvina M Hall (1820-1889) 
Music by: John T Grape (1835-1915)",0
"Words Tr: Joseph A Seiss (1823-1904) Music: Silesian Folk Tune Arr: John Hartley",0
"Words: Ali Croxford & Simon Goodall",0
"Words: Ali Croxford, Simon Goodall & Jonny Moore-Crispin",0
"Words: Andy Gilmore, Simon Goodall, Ali Croxford, Darren Coult & Louise Purser",0
"Words: Brian Houston, Noel Richards and Wayne Drain 
Music: Brian Houston",0
"Words: Cecil F. Alexander (1818-1895) 
Music: W H Monk (1823-1889)",0
"Words: Cecil F. Alexander (1818-1895) Music: W H Monk (1823-1889)",0
"Words: Cecil Frances Alexander",0
"Words: Charles Wesley",0
"Words: Charles Wesley (1707-1788)
Music: Phoebe Palmer Knapp (1839-1908)",0
"Words: Charles Wesley (1707-1788)Music: Phoebe Palmer Knapp (1839-1908)",0
"Words: Charles Wesley (1707-88)
Arr. Chris Tomlin, Matt Gilder & Ed Cash",0
"Words: Charles Wesley (1707-88)
Music: Joseph Parry (1841-1903)",0
"Words: Charles Wesley (1707-88)
Music: Thomas Campbell (1777-1844)",0
"Words: Charles Wesley (1707-88) Music: Rend Collective Experiment",0
"Words: Charles Wesley (1707-88)Arr. Chris Tomlin, Matt Gilder & Ed Cash",0
"Words: Charles Wesley (1707-88)Music: Thomas Campbell (1777-1844)",0
"Words: Charles Wesley (d1788)
Music: William Havergal (d1870)",0
"Words: Charles Wesley (d1788)Music: William Havergal (d1870)",0
"Words: Edmond Lois Budry (1854-1932)
Music & Chorus: Rend Collective Experiment",0
"Words: Edmond Lois Budry (1854-1932)Music & Chorus: Rend Collective Experiment",0
"Words: Edward Mote (1797-1874) Music: W B Bradbury (1816-1868)",0
"Words: Fanny J. Crosby (1820-1915) Music: Phoebe Palmer Knapp (1839-1908)",0
"Words: Frances Ridley Havergal",0
"Words: Francis Pott (1832- 1909)
Music: Edwin George Monk (1819-1900)",0
"Words: Henry Francis Lyte (1793-1847) 
Music: William Henry Monk (1823-1889)",0
"Words: Henry Francis Lyte (1793-1847) Music: William Henry Monk (1823-1889)",0
"Words: Henry Francis Lyte (1793-1847)Music: John Goss (1800-1880)",0
"Words: Horatius Bonar (1808-1889)Music: John Bacchus Dykes (1823-1876)",0
"Words: Isaac Watts (1674-1748)
Music: Lowell Mason (1792-1872)
Refrain lyrics: Chris Tomlin & J D Walt Arr. Chris Tomlin & Jesse Reeves",0
"Words: Isaac Watts (1674-1748)Music: Lowell Mason (1792-1872)Refrain lyrics: Chris Tomlin & J D WaltArr. Chris Tomlin & Jesse Reeves",0
"Words: John Henry Sammis",0
"Words: John Henry Sammis
 Music: Daniel Brink Towner",0
"Words: John Newton (1725-1807)",0
"Words: John Newton (1725-1807)Music: John Reinagle (1799-1877)",0
"Words: Joseph Irons (1785-1852)
Adpt. by David Hyde Music: Ian Hannah",0
"Words: Joseph Irons (1785-1852) Adpt. by David Hyde Music: Ian Hannah",0
"Words: Joseph M. Scriven",0
"Words: Placide Cappeau (1808 -87)Music: Adolphe Adam (1803 - 56)Arr. Chris Tomlin",0
"Words: Rosie Jarvis 
Music: Julia Plaut",0
"Words: Rosie Jarvis Music: Julia Plaut",0
"Words: S.T. Francis (1834-1925)",0
"Words: William Chalmers Smith (1824-1908)",0
"Words: William Cowper (1731-1800) Adapt. & new music by Keith Getty",0
"Words: William Cowper (1731-1800)Music: Este's Psalter, 1592",0
"Zimbabwean (Composer unknown)",0
"Zinzendorf tr. John Wesley,",0
